origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-30,1706663769,Piedmont,76,-78.959689,36.027969,47.44,POINT (-8789752.372675244 4304470.546083833)
2024-01-24,1706106003,Carolinian,80,-78.968882,36.028068,49.11,POINT (-8790775.732754106 4304484.17317436)
2024-01-20,1705787797,Piedmont,74,-78.981326,36.028125,53.52,POINT (-8792160.99249754 4304492.019082735)
2024-01-30,1706670672,Piedmont,78,-78.959742,36.028148,46.13,POINT (-8789758.272608258 4304495.184977197)
2024-01-27,1706365397,Carolinian,80,-78.959681,36.028163,49.13,POINT (-8789751.48211932 4304497.249691473)
2024-01-29,1706551326,Piedmont,72,-78.981379,36.028167,60.11,POINT (-8792166.892430551 4304497.800282014)
2024-01-29,1706576163,Piedmont,76,-78.981356,36.028179,7.23,POINT (-8792164.332082262 4304499.452053802)
2024-01-19,1705701105,Piedmont,74,-79.006083,36.027957,65.01,POINT (-8794916.929131107 4304468.894316448)
2024-03-02,1709427056,Piedmont,76,-79.00204,36.028057,64.09,POINT (-8794466.86442983 4304482.659052345)
2024-01-20,1705773388,Piedmont,72,-79.006556,36.028087,62.56,POINT (-8794969.583250253 4304486.788476521)
2024-01-30,1706625133,Carolinian,80,-79.006846,36.028156,56.95,POINT (-8795001.865902582 4304496.286158096)
2024-01-25,1706192411,Carolinian,80,-79.000941,36.028285,58.71,POINT (-8794344.524309449 4304514.042715525)
2023-12-26,1703659277,Piedmont,78,-78.983722,36.028598,42.76,POINT (-8792427.713997478 4304557.126576509)
2024-01-27,1706403991,Piedmont,76,-78.960284,36.028728,48.69,POINT (-8789818.607772266 4304575.020882183)
2024-02-13,1707834947,Carolinian,80,-78.985316,36.028964,59.09,POINT (-8792605.157265803 4304607.50600487)
2024-02-13,1707834947,Carolinian,80,-78.985316,36.028964,59.09,POINT (-8792605.157265803 4304607.50600487)
2024-01-25,1706205101,Piedmont,72,-79.000804,36.028396,63.64,POINT (-8794329.27353921 4304529.321637053)
2024-01-23,1706058060,Piedmont,76,-79.007983,36.028507,56.53,POINT (-8795128.436163614 4304544.6005801065)
2024-01-20,1705760403,Carolinian,80,-78.967028,36.029209,49.17,POINT (-8790569.346418176 4304641.230069936)
2024-01-20,1705798563,Piedmont,76,-78.966983,36.029228,40.88,POINT (-8790564.337041091 4304643.845409978)
2024-01-26,1706278809,Carolinian,80,-78.98775,36.029453,62.21,POINT (-8792876.108906396 4304674.816590002)
2024-01-23,1706031115,Carolinian,80,-78.987826,36.02946,58.4,POINT (-8792884.569187695 4304675.780139243)
2024-01-29,1706538192,Carolinian,80,-78.988131,36.02951,65.75,POINT (-8792918.521632386 4304682.662636318)
2024-01-21,1705873620,Piedmont,74,-78.988551,36.029579,68.64,POINT (-8792965.275818521 4304692.160489455)
