origin_date,last_updated,name,number,longitude,latitude,speed,geometry
2024-01-24,1706141635,Carolinian,79,-79.591624,36.11399,77.81,POINT (-8860099.055089692 4316317.57744137)
2024-03-02,1709423827,Carolinian,79,-79.593181,36.114006,78.76,POINT (-8860272.379536858 4316319.782208177)
2024-01-31,1706728909,Piedmont,75,-79.590686,36.114017,79.91,POINT (-8859994.637407327 4316321.297985616)
2024-01-19,1705681295,Piedmont,73,-79.593341,36.114017,76.05,POINT (-8860290.190655384 4316321.297985616)
2024-01-28,1706458628,Piedmont,73,-79.459201,36.107948,59.77,POINT (-8845357.794160374 4315485.034485585)
2024-01-26,1706317332,Carolinian,79,-79.459903,36.108268,54.49,POINT (-8845435.94044291 4315529.126514982)
2024-01-22,1705967591,Carolinian,79,-79.460071,36.108352,66.18,POINT (-8845454.642117364 4315540.700702463)
2024-01-18,1705606019,Piedmont,75,-79.46091,36.108749,67.56,POINT (-8845548.03917014 4315595.402684596)
2024-01-29,1706532669,Piedmont,71,-79.461986,36.109226,61.94,POINT (-8845667.818942232 4315661.128101842)
2024-01-26,1706297811,Piedmont,75,-79.462626,36.109527,60.27,POINT (-8845739.063416341 4315702.602836787)
2024-01-28,1706485448,Carolinian,79,-79.367763,36.088642,47.93,POINT (-8835178.962561218 4312825.239456925)
2024-01-31,1706728016,Piedmont,75,-79.367541,36.088718,49.86,POINT (-8835154.249634264 4312835.708725073)
2024-01-29,1706577611,Carolinian,79,-79.367106,36.088825,50.34,POINT (-8835105.825655768 4312850.448369755)
2024-01-24,1706131291,Piedmont,77,-79.365733,36.089298,61.5,POINT (-8834952.983994909 4312915.606104867)
2024-01-22,1705965969,Carolinian,79,-79.085032,36.054424,49.51,POINT (-8803705.491609747 4308112.616892217)
2024-01-30,1706660779,Carolinian,79,-79.085193,36.054435,50.51,POINT (-8803723.414047765 4308114.131521328)
2024-01-28,1706476018,Piedmont,77,-79.08562,36.054595,51.39,POINT (-8803770.947470333 4308136.162514152)
2024-01-31,1706735201,Piedmont,77,-79.087153,36.055137,46.66,POINT (-8803941.600249719 4308210.7928351825)
2024-01-23,1706052016,Carolinian,79,-79.087863,36.05548,40.62,POINT (-8804020.637088181 4308258.02225223)
2024-01-20,1705776702,Piedmont,75,-79.087863,36.055519,38.34,POINT (-8804020.637088181 4308263.392373906)
2024-01-18,1705621798,Carolinian,79,-79.088107,36.055641,42.71,POINT (-8804047.799043935 4308280.191233257)
2024-01-29,1706562413,Piedmont,77,-79.089236,36.056587,45.1,POINT (-8804173.47874904 4308410.45212487)
2024-01-20,1705782348,Piedmont,77,-78.779559,35.788455,25.33,POINT (-8769700.392798653 4271552.012278749)
2024-01-19,1705677039,Piedmont,73,-78.779589,35.788455,32.04,POINT (-8769703.732383376 4271552.012278749)
2024-01-23,1706049678,Carolinian,79,-78.780192,35.788455,34.56,POINT (-8769770.858036324 4271552.012278749)
2024-01-21,1705837218,Piedmont,71,-78.779589,35.788467,30.78,POINT (-8769703.732383376 4271553.659054113)
2024-01-27,1706387140,Piedmont,77,-78.779681,35.788467,30.32,POINT (-8769713.973776529 4271553.659054113)
2024-01-31,1706713858,Piedmont,73,-78.779673,35.788467,25.69,POINT (-8769713.083220603 4271553.659054113)
2024-01-22,1705955160,Piedmont,77,-78.779582,35.788467,34.47,POINT (-8769702.953146942 4271553.659054113)
2024-01-18,1705618918,Carolinian,79,-78.779765,35.788467,41.5,POINT (-8769723.324613756 4271553.659054113)
2024-01-25,1706195464,Piedmont,73,-78.779666,35.788467,29.8,POINT (-8769712.303984169 4271553.659054113)
2024-01-20,1705774251,Piedmont,75,-78.779643,35.788467,24.9,POINT (-8769709.743635878 4271553.659054113)
2024-01-30,1706614819,Piedmont,71,-78.779696,35.788478,28.09,POINT (-8769715.64356889 4271555.168598415)
2024-01-25,1706206245,Piedmont,75,-78.779574,35.788478,26.54,POINT (-8769702.062591013 4271555.168598415)
2024-01-29,1706541064,Piedmont,73,-78.779612,35.788478,30.37,POINT (-8769706.292731665 4271555.168598415)
2024-01-23,1706024259,Piedmont,73,-78.922381,36.006248,62.47,POINT (-8785599.26511273 4301481.1212691795)
2024-01-24,1706138412,Carolinian,79,-78.89506,35.986854,52.66,POINT (-8782557.905304765 4298812.653452893)
2024-01-26,1706283118,Piedmont,73,-78.895739,35.987567,55.95,POINT (-8782633.491239015 4298910.745247445)
2024-01-21,1705878662,Carolinian,79,-78.896014,35.987911,49.21,POINT (-8782664.104098981 4298958.071759874)
2023-12-24,1703442963,Piedmont,75,-78.899134,35.992816,51.15,POINT (-8783011.420910258 4299632.9097429095)
2024-01-21,1705839591,Piedmont,71,-78.89915,35.992816,7.2,POINT (-8783013.202022111 4299632.9097429095)
2024-01-18,1705611169,Piedmont,77,-78.899119,35.992816,38.35,POINT (-8783009.751117896 4299632.9097429095)
2024-01-27,1706356750,Piedmont,71,-78.89918,35.992835,50.9,POINT (-8783016.541606834 4299635.523875804)
2024-01-28,1706466732,Piedmont,75,-78.899165,35.992847,52.02,POINT (-8783014.871814473 4299637.17490743)
2024-01-30,1706640264,Piedmont,75,-78.899196,35.992866,54.64,POINT (-8783018.322718687 4299639.7890413515)
2024-01-21,1705879547,Piedmont,77,-78.899211,35.992877,26.94,POINT (-8783019.992511049 4299641.302487595)
2024-01-28,1706474838,Piedmont,77,-78.899226,35.992877,51.17,POINT (-8783021.66230341 4299641.302487595)
2024-01-28,1706443145,Piedmont,71,-78.899234,35.992897,51.19,POINT (-8783022.552859338 4299644.054208577)
2024-01-19,1705697142,Piedmont,77,-78.899264,35.992916,50.91,POINT (-8783025.892444061 4299646.668344155)
2024-01-27,1706369700,Piedmont,73,-78.899249,35.992927,52.59,POINT (-8783024.222651698 4299648.181791358)
2024-01-25,1706196727,Piedmont,73,-78.89931,35.992927,53.11,POINT (-8783031.013140637 4299648.181791358)
2024-01-19,1705689306,Piedmont,75,-78.899325,35.992946,54.58,POINT (-8783032.682932999 4299650.79592793)
2024-01-31,1706725949,Piedmont,75,-78.89931,35.992958,54.62,POINT (-8783031.013140637 4299652.44696188)
2024-01-23,1706034727,Piedmont,75,-78.899432,35.993076,36.18,POINT (-8783044.594118515 4299668.682142426)
2024-01-24,1706110315,Piedmont,73,-78.899485,35.993087,54.27,POINT (-8783050.494051525 4299670.195592699)
2024-01-21,1705841186,Piedmont,71,-78.904902,35.996196,0.0,POINT (-8783653.511733154 4300097.960134027)
2024-01-18,1705620716,Carolinian,79,-78.905299,35.996444,42.56,POINT (-8783697.705570998 4300132.08295932)
2024-01-25,1706215631,Piedmont,77,-78.905406,35.996498,24.88,POINT (-8783709.616756514 4300139.512943567)
2024-01-23,1706011323,Piedmont,71,-78.90549,35.996528,8.71,POINT (-8783718.96759374 4300143.640714793)
2024-01-21,1705839772,Piedmont,71,-78.905505,35.996528,5.59,POINT (-8783720.637386102 4300143.640714793)
2024-01-24,1706121131,Piedmont,75,-78.905513,35.996547,30.16,POINT (-8783721.527942028 4300146.2549707135)
2024-01-31,1706715324,Piedmont,73,-78.905536,35.996559,26.94,POINT (-8783724.088290315 4300147.90608004)
2024-01-21,1705861900,Piedmont,75,-78.905513,35.996559,22.05,POINT (-8783721.527942028 4300147.90608004)
2024-01-19,1705702975,Carolinian,79,-78.626895,35.722778,43.29,POINT (-8752705.914056187 4262542.794160845)
2024-01-18,1705617471,Carolinian,79,-78.626651,35.723686,41.23,POINT (-8752678.752100434 4262667.298059318)
2024-01-30,1706656827,Carolinian,79,-78.626567,35.724342,42.33,POINT (-8752669.401263207 4262757.248895348)
