OBJECTID,x_coordinate,y_coordinate,Direction,Arc_Angle,Arc_Temp,Arc_straddle,Arc_Angle_All
7864,-79.0328,36.03597,283.4292,0.0001999999999,good,359.9998,0.0001999999999
7865,-79.033,36.03601,283.4296,0.0008,good,359.9992,0.0008
7866,-79.0331,36.03606,283.4292,0.0008,good,359.9992,0.0008
7867,-79.0332,36.03611,283.4291,0.0001999999999,good,359.9998,0.0001999999999
7868,-79.0333,36.03617,283.4439,0.0296,good,359.9704,0.0296
7869,-79.0334,36.03623,284.2944,1.701,good,358.299,1.701
7870,-79.0336,36.0363,284.2947,0.0006,good,359.9994,0.0006
7871,-79.0337,36.03636,284.2947,0,good,360,0
7872,-79.0338,36.03642,284.2947,0,good,360,0
7873,-79.0339,36.03649,284.2947,0,good,360,0
7874,-79.034,36.03657,284.2947,0,good,360,0
7875,-79.0341,36.03664,284.2944,0.0006,good,359.9994,0.0006
7876,-79.0342,36.03672,284.2947,0.0006,good,359.9994,0.0006
7877,-79.0343,36.0368,284.2947,0,good,360,0
7878,-79.0344,36.03687,284.2947,0,good,360,0
7879,-79.0345,36.03695,284.2947,0,good,360,0
7880,-79.0346,36.03703,284.2943,0.0007999999999,good,359.9992,0.0007999999999
7881,-79.0347,36.03711,284.2947,0.0007999999999,good,359.9992,0.0007999999999
7882,-79.0348,36.0372,284.2947,0,good,360,0
7883,-79.0348,36.03728,284.2947,0,good,360,0
7884,-78.9918,36.03021,284.2947,0,good,360,0
7885,-78.9919,36.03023,284.2943,0.0007999999999,good,359.9992,0.0007999999999
7886,-78.992,36.03025,284.2947,0.0007999999999,good,359.9992,0.0007999999999
7887,-78.9922,36.03027,284.2947,0,good,360,0
7888,-78.9923,36.03028,284.2947,0,good,360,0
7889,-78.9924,36.0303,284.2947,0,good,360,0
7890,-78.9926,36.03031,284.2947,0,good,360,0
7891,-78.9927,36.03032,284.295,0.0006000000001,good,359.9994,0.0006000000001
7892,-78.9928,36.03034,284.2947,0.0006000000001,good,359.9994,0.0006000000001
7893,-78.993,36.03034,284.2947,0,good,360,0
7894,-78.9931,36.03035,284.2947,0,good,360,0
7895,-78.9933,36.03036,284.2947,0,good,360,0
7896,-78.9934,36.03037,284.2947,0,good,360,0
7897,-78.9935,36.03038,284.2947,0,good,360,0
7898,-78.9937,36.03038,284.295,0.0006000000001,good,359.9994,0.0006000000001
7899,-78.9938,36.03038,284.2947,0.0006000000001,good,359.9994,0.0006000000001
7900,-78.9939,36.03038,284.2947,0,good,360,0
7901,-78.9941,36.03038,284.2947,0,good,360,0
7902,-78.9942,36.03038,284.2532,0.083,good,359.917,0.083
7903,-78.9944,36.03036,284.0352,0.436,good,359.564,0.436
7904,-78.9945,36.03035,284.0353,0.0002000000001,good,359.9998,0.0002000000001
7905,-78.9946,36.03034,284.0356,0.0006,good,359.9994,0.0006
7906,-78.9948,36.03033,284.0353,0.0006,good,359.9994,0.0006
7907,-78.9949,36.03032,284.0352,0.0002000000001,good,359.9998,0.0002000000001
7908,-78.995,36.0303,284.0352,0,good,360,0
7909,-78.9952,36.03028,284.0353,0.0002000000001,good,359.9998,0.0002000000001
7910,-78.9953,36.03026,284.0352,0.0002000000001,good,359.9998,0.0002000000001
7911,-78.9954,36.03024,284.0357,0.001,good,359.999,0.001
7912,-78.9956,36.03022,284.0352,0.001,good,359.999,0.001
7913,-78.9957,36.0302,284.0357,0.001,good,359.999,0.001
7914,-78.9958,36.03018,284.0352,0.001,good,359.999,0.001
7915,-78.996,36.03016,284.0353,0.0002000000001,good,359.9998,0.0002000000001
7916,-78.9961,36.03013,284.0356,0.0006,good,359.9994,0.0006
7917,-78.9962,36.0301,284.0353,0.0006,good,359.9994,0.0006
7918,-78.9964,36.03007,284.0356,0.0006,good,359.9994,0.0006
7919,-78.9965,36.03004,284.0352,0.0008,good,359.9992,0.0008
7920,-78.9966,36.03001,284.0353,0.0002000000001,good,359.9998,0.0002000000001
7921,-78.9968,36.02998,284.0356,0.0006,good,359.9994,0.0006
7922,-78.9969,36.02994,284.0353,0.0006,good,359.9994,0.0006
7923,-78.997,36.02989,284.0352,0.0002000000001,good,359.9998,0.0002000000001
7924,-78.9971,36.02984,284.0357,0.001,good,359.999,0.001
7925,-78.9973,36.0298,284.0352,0.001,good,359.999,0.001
7926,-78.9974,36.02975,284.0357,0.001,good,359.999,0.001
7927,-78.9975,36.0297,284.0352,0.001,good,359.999,0.001
7928,-78.9976,36.02965,284.0353,0.0002000000001,good,359.9998,0.0002000000001
7929,-78.9978,36.02961,284.0356,0.0006,good,359.9994,0.0006
7930,-78.9979,36.02956,284.0352,0.0008,good,359.9992,0.0008
7931,-78.998,36.02951,284.8892,1.708,good,358.292,1.708
7932,-78.9981,36.02946,285.1358,0.4932,good,359.5068,0.4932
7933,-78.9982,36.02941,285.1359,0.0001999999999,good,359.9998,0.0001999999999
7934,-78.9984,36.02935,285.1358,0.0001999999999,good,359.9998,0.0001999999999
7935,-78.9985,36.0293,285.1359,0.0001999999999,good,359.9998,0.0001999999999
7936,-78.9986,36.02924,285.1362,0.0006,good,359.9994,0.0006
7937,-78.9987,36.02919,284.4579,1.3566,good,358.6434,1.3566
7938,-78.9988,36.02914,281.4591,5.9976,good,354.0024,5.9976
7939,-78.999,36.02908,281.4595,0.0008,good,359.9992,0.0008
7940,-78.9991,36.02903,281.4594,0.0001999999999,good,359.9998,0.0001999999999
7941,-78.9992,36.02898,281.4591,0.0006000000001,good,359.9994,0.0006000000001
7942,-78.9993,36.02893,281.4595,0.0008,good,359.9992,0.0008
7943,-78.9994,36.02888,281.459,0.001,good,359.999,0.001
7944,-78.9996,36.02883,277.3036,8.3108,good,351.6892,8.3108
7945,-78.9997,36.02878,277.2895,0.0282,good,359.9718,0.0282
7946,-78.9998,36.02873,277.2899,0.0008,good,359.9992,0.0008
7947,-78.9999,36.02868,277.2895,0.0008,good,359.9992,0.0008
7948,-79.0001,36.02863,277.2899,0.0008,good,359.9992,0.0008
7949,-79.0002,36.02858,276.6862,1.2074,good,358.7926,1.2074
7950,-79.0003,36.02853,274.0038,5.3648,good,354.6352,5.3648
7951,-79.0004,36.02849,274.0034,0.0008,good,359.9992,0.0008
7952,-79.0006,36.02844,274.0034,0,good,360,0
7953,-79.0007,36.0284,274.0038,0.0008,good,359.9992,0.0008
7954,-79.0008,36.02836,274.0034,0.0008,good,359.9992,0.0008
7955,-79.0009,36.02831,270.3933,7.2202,good,352.7798,7.2202
7956,-79.0011,36.02827,270,0.7866,good,359.2134,0.7866
7957,-79.0012,36.02823,270.0004,0.0008,good,359.9992,0.0008
7958,-79.0013,36.0282,270,0.0008,good,359.9992,0.0008
7959,-79.0014,36.02817,269.1975,1.605,good,358.395,1.605
7960,-79.0016,36.02813,263.8095,10.776,good,349.224,10.776
7961,-79.0017,36.0281,263.8095,0,good,360,0
7962,-79.0018,36.02806,263.8095,0,good,360,0
7963,-79.002,36.02803,263.8095,0,good,360,0
7964,-79.0021,36.028,263.8095,0,good,360,0
7965,-79.0022,36.02798,262.1642,3.2906,good,356.7094,3.2906
7966,-79.0024,36.02795,259.9821,4.3642,good,355.6358,4.3642
7967,-79.0025,36.02793,259.9821,0,good,360,0
7968,-79.0026,36.0279,259.9821,0,good,360,0
7969,-79.0028,36.02788,259.982,0.0001999999999,good,359.9998,0.0001999999999
7970,-79.0029,36.02786,259.9821,0.0001999999999,good,359.9998,0.0001999999999
7971,-79.003,36.02784,259.9821,0,good,360,0
7972,-79.0032,36.02783,257.8378,4.2886,good,355.7114,4.2886
7973,-79.0033,36.02781,254.0737,7.5282,good,352.4718,7.5282
7974,-79.0034,36.02779,254.0736,0.0002,good,359.9998,0.0002
7975,-79.0036,36.02778,254.0737,0.0002,good,359.9998,0.0002
7976,-79.0037,36.02777,254.0736,0.0002,good,359.9998,0.0002
7977,-79.0039,36.02776,254.0736,0,good,360,0
7978,-79.004,36.02775,254.0737,0.0002,good,359.9998,0.0002
7979,-79.0041,36.02775,248.053,12.0414,good,347.9586,12.0414
7980,-79.0043,36.02775,244.7147,6.6766,good,353.3234,6.6766
7981,-79.0044,36.02776,244.7144,0.0006,good,359.9994,0.0006
7982,-79.0045,36.02776,244.7149,0.001,good,359.999,0.001
7983,-79.0047,36.02777,244.7147,0.0004,good,359.9996,0.0004
7984,-79.0048,36.02778,244.7147,0,good,360,0
7985,-79.0049,36.02779,244.7147,0,good,360,0
7986,-79.0051,36.02779,244.7147,0,good,360,0
7987,-79.0052,36.0278,244.7147,0,good,360,0
7988,-79.0054,36.02782,244.7149,0.0004,good,359.9996,0.0004
7989,-79.0055,36.02784,241.4751,6.4796,good,353.5204,6.4796
7990,-79.0056,36.02786,240.9372,1.0758,good,358.9242,1.0758
7991,-79.0058,36.02787,240.9372,0,good,360,0
7992,-79.0059,36.02789,240.9374,0.0004,good,359.9996,0.0004
7993,-79.006,36.02792,240.9372,0.0004,good,359.9996,0.0004
7994,-79.0062,36.02794,240.9372,0,good,360,0
7995,-79.0063,36.02797,240.9372,0,good,360,0
7996,-79.0064,36.028,240.9374,0.0004,good,359.9996,0.0004
7997,-79.0066,36.02803,240.9372,0.0004,good,359.9996,0.0004
7998,-79.0067,36.02806,240.9369,0.0006,good,359.9994,0.0006
7999,-79.0068,36.02809,243.0663,4.2588,good,355.7412,4.2588
8000,-79.0069,36.02813,243.8338,1.535,good,358.465,1.535
8001,-79.0071,36.02818,243.8334,0.0008,good,359.9992,0.0008
8002,-79.0072,36.02822,243.8338,0.0008,good,359.9992,0.0008
8003,-79.0073,36.02826,243.8334,0.0008,good,359.9992,0.0008
8004,-79.0075,36.02831,243.8336,0.0004,good,359.9996,0.0004
8005,-79.0076,36.02835,243.8338,0.0004,good,359.9996,0.0004
8006,-79.0077,36.02839,243.8338,0,good,360,0
8007,-79.0078,36.02844,243.8334,0.0008,good,359.9992,0.0008
8008,-79.008,36.02848,243.8338,0.0008,good,359.9992,0.0008
8009,-79.0081,36.02852,244.286,0.9044,good,359.0956,0.9044
8010,-79.0082,36.02857,248.1589,7.7458,good,352.2542,7.7458
8011,-79.0083,36.02862,248.1589,0,good,360,0
8012,-79.0085,36.02866,248.1589,0,good,360,0
8013,-79.0086,36.02871,248.1588,0.0001999999999,good,359.9998,0.0001999999999
8014,-79.0087,36.02876,248.4013,0.485,good,359.515,0.485
8015,-79.0088,36.02881,252.3358,7.869,good,352.131,7.869
8016,-79.0089,36.02886,252.3355,0.0006,good,359.9994,0.0006
8017,-79.0091,36.0289,252.3357,0.0004,good,359.9996,0.0004
8018,-79.0092,36.02895,252.3358,0.0002,good,359.9998,0.0002
8019,-79.0093,36.029,252.3358,0,good,360,0
8020,-79.0094,36.02905,252.3358,0,good,360,0
8021,-79.0096,36.0291,254.1557,3.6398,good,356.3602,3.6398
8022,-79.0097,36.02914,257.1811,6.0508,good,353.9492,6.0508
8023,-79.0098,36.02919,257.1808,0.0006000000001,good,359.9994,0.0006000000001
8024,-79.0099,36.02924,257.1811,0.0006000000001,good,359.9994,0.0006000000001
8025,-79.0101,36.02929,257.1811,0,good,360,0
8026,-79.0102,36.02933,257.1811,0,good,360,0
8027,-79.0103,36.02938,260.6226,6.883,good,353.117,6.883
8028,-79.0104,36.02943,261.1281,1.011,good,358.989,1.011
8029,-79.0106,36.02948,261.1281,0,good,360,0
8030,-79.0107,36.02953,261.1281,0,good,360,0
8031,-79.0108,36.02957,261.2265,0.1968,good,359.8032,0.1968
8032,-79.0109,36.02962,265.1259,7.7988,good,352.2012,7.7988
8033,-79.011,36.02967,265.1259,0,good,360,0
8034,-79.0112,36.02972,265.1259,0,good,360,0
8035,-79.0113,36.02977,265.1262,0.0006,good,359.9994,0.0006
8036,-79.0114,36.02982,268.8028,7.3532,good,352.6468,7.3532
8037,-79.0115,36.02988,271.6469,5.6882,good,354.3118,5.6882
8038,-79.0117,36.02993,271.6473,0.0007999999999,good,359.9992,0.0007999999999
8039,-79.0118,36.02998,271.6469,0.0007999999999,good,359.9992,0.0007999999999
8040,-79.0119,36.03003,272.5898,1.8858,good,358.1142,1.8858
8041,-79.012,36.03008,274.9307,4.6818,good,355.3182,4.6818
8042,-79.0121,36.03013,274.9304,0.0006,good,359.9994,0.0006
8043,-79.0123,36.03018,274.9307,0.0006,good,359.9994,0.0006
8044,-79.0124,36.03023,274.9303,0.0008,good,359.9992,0.0008
8045,-79.0125,36.03027,279.0912,8.3218,good,351.6782,8.3218
8046,-79.0126,36.03032,279.1059,0.0294,good,359.9706,0.0294
8047,-79.0128,36.03038,279.1064,0.001,good,359.999,0.001
8048,-79.0129,36.03043,279.1059,0.001,good,359.999,0.001
8049,-79.013,36.03048,279.1064,0.001,good,359.999,0.001
8050,-79.0131,36.03053,282.4794,6.746,good,353.254,6.746
8051,-79.0132,36.03059,285.1358,5.3128,good,354.6872,5.3128
8052,-78.9702,36.02747,285.1355,0.0006000000001,good,359.9994,0.0006000000001
8053,-78.9703,36.02743,285.1358,0.0006000000001,good,359.9994,0.0006000000001
8054,-78.9704,36.02738,285.1355,0.0006000000001,good,359.9994,0.0006000000001
8055,-78.9706,36.02734,285.1358,0.0006000000001,good,359.9994,0.0006000000001
8056,-78.9707,36.0273,285.1354,0.0008,good,359.9992,0.0008
8057,-78.9708,36.02727,292.9391,15.6074,good,344.3926,15.6074
8058,-78.9709,36.02724,293.1947,0.5112,good,359.4888,0.5112
8059,-78.9711,36.02721,293.1951,0.0008,good,359.9992,0.0008
8060,-78.9712,36.02718,293.1947,0.0008,good,359.9992,0.0008
8061,-78.9713,36.02715,293.1947,0,good,360,0
8062,-78.9715,36.02712,293.1947,0,good,360,0
8063,-78.9716,36.02709,293.1951,0.0008,good,359.9992,0.0008
8064,-78.9717,36.02706,293.1947,0.0008,good,359.9992,0.0008
8065,-78.9719,36.02703,293.1947,0,good,360,0
8066,-78.972,36.02701,293.1951,0.0008,good,359.9992,0.0008
8067,-78.9721,36.02698,293.3014,0.2126,good,359.7874,0.2126
8068,-78.9723,36.02696,295.612,4.6212,good,355.3788,4.6212
8069,-78.9724,36.02695,295.6117,0.0006000000001,good,359.9994,0.0006000000001
8070,-78.9725,36.02694,295.612,0.0006000000001,good,359.9994,0.0006000000001
8071,-78.9727,36.02693,295.6117,0.0006000000001,good,359.9994,0.0006000000001
8072,-78.9728,36.02692,295.612,0.0006000000001,good,359.9994,0.0006000000001
8073,-78.973,36.02691,295.6117,0.0006000000001,good,359.9994,0.0006000000001
8074,-78.9731,36.0269,295.6122,0.001,good,359.999,0.001
8075,-78.9732,36.02689,295.6117,0.001,good,359.999,0.001
8076,-78.9734,36.02688,295.612,0.0006000000001,good,359.9994,0.0006000000001
8077,-78.9735,36.02688,295.612,0,good,360,0
8078,-78.9736,36.02687,295.6122,0.0003999999999,good,359.9996,0.0003999999999
8079,-78.9738,36.02687,295.612,0.0003999999999,good,359.9996,0.0003999999999
8080,-78.9739,36.02687,295.612,0,good,360,0
8081,-78.974,36.02687,295.612,0,good,360,0
8082,-78.9742,36.02688,295.6122,0.0003999999999,good,359.9996,0.0003999999999
8083,-78.9743,36.02689,295.6117,0.001,good,359.999,0.001
8084,-78.9745,36.02689,295.612,0.0006000000001,good,359.9994,0.0006000000001
8085,-78.9746,36.0269,295.6122,0.0003999999999,good,359.9996,0.0003999999999
8086,-78.9747,36.02691,295.612,0.0003999999999,good,359.9996,0.0003999999999
8087,-78.9749,36.02692,295.612,0,good,360,0
8088,-78.975,36.02693,295.612,0,good,360,0
8089,-78.9751,36.02695,295.6122,0.0003999999999,good,359.9996,0.0003999999999
8090,-78.9753,36.02696,295.612,0.0003999999999,good,359.9996,0.0003999999999
8091,-78.9754,36.02698,296.2109,1.1978,good,358.8022,1.1978
8092,-78.9755,36.027,298.2295,4.0372,good,355.9628,4.0372
8093,-78.9757,36.02702,298.23,0.001,good,359.999,0.001
8094,-78.9758,36.02705,298.2298,0.0004,good,359.9996,0.0004
8095,-78.9759,36.02707,298.2296,0.0004,good,359.9996,0.0004
8096,-78.9761,36.02709,298.2298,0.0004,good,359.9996,0.0004
8097,-78.9762,36.02711,298.23,0.0004,good,359.9996,0.0004
8098,-78.9763,36.02714,298.2295,0.001,good,359.999,0.001
8099,-78.9765,36.02716,296.543,3.373,good,356.627,3.373
8100,-78.9766,36.02719,294.6569,3.7722,good,356.2278,3.7722
8101,-78.9767,36.02722,294.6566,0.0006,good,359.9994,0.0006
8102,-78.9769,36.02724,294.6569,0.0006,good,359.9994,0.0006
8103,-78.977,36.02727,296.6931,4.0724,good,355.9276,4.0724
8104,-78.9771,36.0273,298.625,3.8638,good,356.1362,3.8638
8105,-78.9773,36.02732,298.625,0,good,360,0
8106,-78.9774,36.02735,298.625,0,good,360,0
8107,-78.9775,36.02738,298.6253,0.0006,good,359.9994,0.0006
8108,-78.9777,36.0274,298.625,0.0006,good,359.9994,0.0006
8109,-78.9778,36.02743,297.8111,1.6278,good,358.3722,1.6278
8110,-78.9779,36.02745,297.3084,1.0054,good,358.9946,1.0054
8111,-78.9781,36.02748,297.3082,0.0004,good,359.9996,0.0004
8112,-78.9782,36.02751,297.3081,0.0001999999999,good,359.9998,0.0001999999999
8113,-78.9783,36.02753,297.3082,0.0001999999999,good,359.9998,0.0001999999999
8114,-78.9785,36.02756,297.3079,0.0006,good,359.9994,0.0006
8115,-78.9786,36.02758,297.3084,0.001,good,359.999,0.001
8116,-78.9787,36.02761,297.3082,0.0004,good,359.9996,0.0004
8117,-78.9789,36.02763,297.3081,0.0001999999999,good,359.9998,0.0001999999999
8118,-78.979,36.02766,297.3082,0.0001999999999,good,359.9998,0.0001999999999
8119,-78.9791,36.02768,297.3079,0.0006,good,359.9994,0.0006
8120,-78.9793,36.02771,297.3084,0.001,good,359.999,0.001
8121,-78.9794,36.02773,297.3079,0.001,good,359.999,0.001
8122,-78.9795,36.02776,297.3084,0.001,good,359.999,0.001
8123,-78.9797,36.02778,297.3082,0.0004,good,359.9996,0.0004
8124,-78.9798,36.02781,297.3079,0.0006,good,359.9994,0.0006
8125,-78.9799,36.02783,297.3084,0.001,good,359.999,0.001
8126,-78.9801,36.02785,297.3079,0.001,good,359.999,0.001
8127,-78.9802,36.02788,297.3084,0.001,good,359.999,0.001
8128,-78.9803,36.02791,297.3082,0.0004,good,359.9996,0.0004
8129,-78.9805,36.02793,297.3079,0.0006,good,359.9994,0.0006
8130,-78.9806,36.02796,297.3084,0.001,good,359.999,0.001
8131,-78.9807,36.02798,297.3079,0.001,good,359.999,0.001
8132,-78.9809,36.02801,297.3084,0.001,good,359.999,0.001
8133,-78.981,36.02803,297.3079,0.001,good,359.999,0.001
8134,-78.9811,36.02806,297.3082,0.0006,good,359.9994,0.0006
8135,-78.9813,36.02809,297.3084,0.0004,good,359.9996,0.0004
8136,-78.9814,36.02811,297.3079,0.001,good,359.999,0.001
8137,-78.9815,36.02814,297.3084,0.001,good,359.999,0.001
8138,-78.9817,36.02816,297.3079,0.001,good,359.999,0.001
8139,-78.9818,36.02819,297.3082,0.0006,good,359.9994,0.0006
8140,-78.9819,36.02821,297.3084,0.0004,good,359.9996,0.0004
8141,-78.9821,36.02824,296.4312,1.7544,good,358.2456,1.7544
8142,-78.9822,36.02827,296.1081,0.6462,good,359.3538,0.6462
8143,-78.9823,36.02829,296.1081,0,good,360,0
8144,-78.9825,36.02832,296.1084,0.0006000000001,good,359.9994,0.0006000000001
8145,-78.9826,36.02835,296.1081,0.0006000000001,good,359.9994,0.0006000000001
8146,-78.9827,36.02838,296.1082,0.0002000000001,good,359.9998,0.0002000000001
8147,-78.9829,36.0284,296.1081,0.0002000000001,good,359.9998,0.0002000000001
8148,-78.983,36.02843,296.1081,0,good,360,0
8149,-78.9831,36.02846,296.1084,0.0006000000001,good,359.9994,0.0006000000001
8150,-78.9833,36.02849,296.1081,0.0006000000001,good,359.9994,0.0006000000001
8151,-78.9834,36.02851,296.1084,0.0006000000001,good,359.9994,0.0006000000001
8152,-78.9835,36.02854,296.1084,0,good,360,0
8153,-78.9837,36.02857,296.1084,0,good,360,0
8154,-78.9838,36.0286,296.1084,0,good,360,0
8155,-78.9839,36.02862,296.1082,0.0004,good,359.9996,0.0004
8156,-78.9841,36.02865,296.1084,0.0004,good,359.9996,0.0004
8157,-78.9842,36.02868,296.1084,0,good,360,0
8158,-78.9843,36.02871,296.1084,0,good,360,0
8159,-78.9845,36.02873,296.1084,0,good,360,0
8160,-78.9846,36.02876,296.1084,0,good,360,0
8161,-78.9847,36.02879,296.1084,0,good,360,0
8162,-78.9849,36.02881,296.1086,0.0004,good,359.9996,0.0004
8163,-78.985,36.02884,296.1084,0.0004,good,359.9996,0.0004
8164,-78.9851,36.02887,296.1084,0,good,360,0
8165,-78.9853,36.0289,289.7997,12.6174,good,347.3826,12.6174
8166,-78.9854,36.02892,287.1788,5.2418,good,354.7582,5.2418
8167,-78.9855,36.02895,287.1787,0.0002000000001,good,359.9998,0.0002000000001
8168,-78.9857,36.02898,287.1788,0.0002000000001,good,359.9998,0.0002000000001
8169,-78.9858,36.02901,278.6317,17.0942,good,342.9058,17.0942
8170,-78.9859,36.02903,278.2772,0.709,good,359.291,0.709
8171,-78.9861,36.02906,278.2776,0.0008,good,359.9992,0.0008
8172,-78.9862,36.02909,276.8469,2.8614,good,357.1386,2.8614
8173,-78.9863,36.02912,275.6496,2.3946,good,357.6054,2.3946
8174,-78.9865,36.02914,275.65,0.0007999999999,good,359.9992,0.0007999999999
8175,-78.9866,36.02917,275.6496,0.0007999999999,good,359.9992,0.0007999999999
8176,-78.9867,36.0292,275.65,0.0007999999999,good,359.9992,0.0007999999999
8177,-78.9868,36.02922,275.6496,0.0007999999999,good,359.9992,0.0007999999999
8178,-78.987,36.02925,275.6496,0,good,360,0
8179,-78.9871,36.02928,275.5666,0.166,good,359.834,0.166
8180,-78.9872,36.0293,274.0418,3.0496,good,356.9504,3.0496
8181,-78.9874,36.02933,274.0423,0.001,good,359.999,0.001
8182,-78.9875,36.02936,274.0419,0.0008,good,359.9992,0.0008
8183,-78.9876,36.02938,274.0419,0,good,360,0
8184,-78.9878,36.02941,274.0418,0.0001999999999,good,359.9998,0.0001999999999
8185,-78.9879,36.02944,274.0419,0.0001999999999,good,359.9998,0.0001999999999
8186,-78.988,36.02947,274.0423,0.0008,good,359.9992,0.0008
8187,-78.9882,36.02949,274.0419,0.0008,good,359.9992,0.0008
8188,-78.9883,36.02952,274.0418,0.0001999999999,good,359.9998,0.0001999999999
8189,-78.9884,36.02955,274.0419,0.0001999999999,good,359.9998,0.0001999999999
8190,-78.9886,36.02957,274.0419,0,good,360,0
8191,-78.9887,36.0296,274.0419,0,good,360,0
8192,-78.9888,36.02963,274.0418,0.0001999999999,good,359.9998,0.0001999999999
8193,-78.989,36.02965,274.0419,0.0001999999999,good,359.9998,0.0001999999999
8194,-78.9891,36.02968,274.0419,0,good,360,0
8195,-78.9892,36.02971,274.0419,0,good,360,0
8196,-78.9894,36.02973,274.0422,0.0006,good,359.9994,0.0006
8197,-78.9895,36.02976,276.1986,4.3128,good,355.6872,4.3128
8198,-78.9896,36.02979,277.5742,2.7512,good,357.2488,2.7512
8199,-78.9898,36.02981,277.5742,0,good,360,0
8200,-78.9899,36.02984,277.5739,0.0006000000001,good,359.9994,0.0006000000001
8201,-78.99,36.02987,277.5742,0.0006000000001,good,359.9994,0.0006000000001
8202,-78.9902,36.02989,277.5742,0,good,360,0
8203,-78.9903,36.02992,277.5739,0.0006000000001,good,359.9994,0.0006000000001
8204,-78.9904,36.02995,277.5742,0.0006000000001,good,359.9994,0.0006000000001
8205,-78.9906,36.02998,277.5738,0.0008,good,359.9992,0.0008
8206,-78.9907,36.03001,277.9184,0.6892,good,359.3108,0.6892
8207,-78.9908,36.03004,278.7866,1.7364,good,358.2636,1.7364
8208,-78.991,36.03007,278.7871,0.001,good,359.999,0.001
8209,-78.9911,36.03009,278.787,0.0002000000001,good,359.9998,0.0002000000001
8210,-78.9912,36.03012,278.7867,0.0006,good,359.9994,0.0006
8211,-78.9914,36.03014,278.787,0.0006,good,359.9994,0.0006
8212,-78.9915,36.03017,278.787,0,good,360,0
8213,-78.9916,36.03019,286.8425,16.111,good,343.889,16.111
8214,-78.9538,36.02074,288.3105,2.936,good,357.064,2.936
8215,-78.9539,36.02081,288.3105,0,good,360,0
8216,-78.954,36.02088,288.3105,0,good,360,0
8217,-78.9541,36.02095,288.3105,0,good,360,0
8218,-78.9542,36.02102,288.3108,0.0006,good,359.9994,0.0006
8219,-78.9543,36.02109,288.3105,0.0006,good,359.9994,0.0006
8220,-78.9544,36.02116,288.9723,1.3236,good,358.6764,1.3236
8221,-78.9545,36.02123,289.9232,1.9018,good,358.0982,1.9018
8222,-78.9546,36.0213,289.9236,0.0008,good,359.9992,0.0008
8223,-78.9547,36.02137,289.9232,0.0008,good,359.9992,0.0008
8224,-78.9548,36.02144,289.9232,0,good,360,0
8225,-78.9549,36.0215,289.9232,0,good,360,0
8226,-78.955,36.02157,289.9231,0.0002000000001,good,359.9998,0.0002000000001
8227,-78.9551,36.02165,289.9232,0.0002000000001,good,359.9998,0.0002000000001
8228,-78.9552,36.02172,289.9232,0,good,360,0
8229,-78.9553,36.0218,289.9236,0.0008,good,359.9992,0.0008
8230,-78.9554,36.02188,289.9232,0.0008,good,359.9992,0.0008
8231,-78.9555,36.02195,289.9232,0,good,360,0
8232,-78.9556,36.02203,289.9324,0.0184,good,359.9816,0.0184
8233,-78.9557,36.0221,289.9869,0.109,good,359.891,0.109
8234,-78.9558,36.02218,289.9871,0.0004,good,359.9996,0.0004
8235,-78.9559,36.02226,289.9869,0.0004,good,359.9996,0.0004
8236,-78.956,36.02234,289.9869,0,good,360,0
8237,-78.9561,36.02243,289.9867,0.0004,good,359.9996,0.0004
8238,-78.9562,36.02251,289.9872,0.001,good,359.999,0.001
8239,-78.9563,36.0226,289.9869,0.0006,good,359.9994,0.0006
8240,-78.9564,36.02269,289.9867,0.0004,good,359.9996,0.0004
8241,-78.9564,36.02278,289.9869,0.0004,good,359.9996,0.0004
8242,-78.9565,36.02288,289.9869,0,good,360,0
8243,-78.9566,36.02297,289.9871,0.0004,good,359.9996,0.0004
8244,-78.9567,36.02306,289.9869,0.0004,good,359.9996,0.0004
8245,-78.9567,36.02315,289.9869,0,good,360,0
8246,-78.9568,36.02325,289.9871,0.0004,good,359.9996,0.0004
8247,-78.9569,36.02334,292.9712,5.9682,good,354.0318,5.9682
8248,-78.957,36.02344,293.9281,1.9138,good,358.0862,1.9138
8249,-78.957,36.02354,293.9285,0.0008,good,359.9992,0.0008
8250,-78.9571,36.02364,293.9285,0,good,360,0
8251,-78.9571,36.02374,293.9281,0.0008,good,359.9992,0.0008
8252,-78.9572,36.02384,293.9285,0.0008,good,359.9992,0.0008
8253,-78.9572,36.02394,293.9281,0.0008,good,359.9992,0.0008
8254,-78.9573,36.02404,293.9285,0.0008,good,359.9992,0.0008
8255,-78.9574,36.02414,293.9285,0,good,360,0
8256,-78.9574,36.02424,293.9281,0.0008,good,359.9992,0.0008
8257,-78.9575,36.02434,293.9285,0.0008,good,359.9992,0.0008
8258,-78.9575,36.02444,293.9281,0.0008,good,359.9992,0.0008
8259,-78.9576,36.02455,293.9285,0.0008,good,359.9992,0.0008
8260,-78.9576,36.02465,293.9285,0,good,360,0
8261,-78.9577,36.02475,293.9281,0.0008,good,359.9992,0.0008
8262,-78.9578,36.02485,293.9285,0.0008,good,359.9992,0.0008
8263,-78.9578,36.02494,293.9281,0.0008,good,359.9992,0.0008
8264,-78.9579,36.02504,298.4611,9.066,good,350.934,9.066
8265,-78.9579,36.02514,304.3761,11.83,good,348.17,11.83
8266,-78.958,36.02524,304.376,0.0002000000001,good,359.9998,0.0002000000001
